title;platform;publisher;release_date;critic_score;critic_count;critic_positive;critic_mixed;critic_negative;user_score;user_count;user_positive;user_mixed;user_negative;developer;genre;players;rating;director;writer;composer;category;is_portable;is_exclusive
8-Bit Armies;PC;Petroglyph;2016-04-22;69.0;9;4;5;0;73.01;5;4;1;0;Petroglyph;Command, Real-Time, Strategy;Online Multiplayer;E10+;;;;50-74;0;0
80 Days (2005);PC;Matrix Games;2005-12-12;58.0;17;1;13;3;75.0;2;0;2;0;Frogwares;Adventure, Fantasy, 3D, Third-Person;No Online Multiplayer;T;;;;50-74;0;1
80 Days (2015);PC;inkle;2015-09-29;84.0;8;7;1;0;71.02;3;3;0;0;inkle, Cape Guy;;No Online Multiplayer;;;;;75-89;0;1
80's Overdrive;3DS;Insane Code;2017-12-07;70.0;4;1;3;0;70.0;4;2;1;1;Insane Code;;;;;;;50-74;1;1
88 Heroes;Xbox One;Rising Star Games;2017-03-24;74.0;6;4;2;0;0.0;1;1;0;0;Rising Star Games, Bitmap Bureau;Action, Platformer, 2D;No Online Multiplayer;E10+;;;;50-74;0;0
88 Heroes;PlayStation 4;Rising Star Games;2017-03-24;72.0;8;4;4;0;58.01;1;0;1;0;Rising Star Games, Bitmap Bureau;Action, Platformer, 2D;No Online Multiplayer;E10+;;;;50-74;0;0
88 Heroes: 98 Heroes Edition;Switch;Rising Star Games;2017-10-10;65.0;10;2;8;0;63.98;2;2;0;0;Bitmap Bureau;Action, Platformer, 2D;No Online Multiplayer;E10+;;;;50-74;0;1
8BitBoy;PC;AwesomeBlade;2012-11-22;64.0;4;1;2;1;56.02;4;4;0;0;AwesomeBlade;;;;;;;50-74;0;1
8DAYS;PC;Badland Games;2016-07-22;64.0;4;1;3;0;0.0;0;0;0;0;Santa Clara Games;;;;;;;50-74;0;0
8DAYS;PlayStation 4;Badland Games;2017-02-07;61.0;6;2;2;2;58.98;2;1;1;0;Santa Clara Games;Shooter, Action, Top-Down, Shoot-'Em-Up;No Online Multiplayer;M;;;;50-74;0;0
8DAYS;Xbox One;Badland Games;2017-02-07;63.0;6;0;6;0;0.0;0;0;0;0;Santa Clara Games, Badland Games;Shooter, Action, Top-Down, Shoot-'Em-Up;No Online Multiplayer;M;;;;50-74;0;0
911 Fire Rescue;PC;Atari;2001-06-24;48.0;6;0;4;2;70.0;0;0;0;0;Sunstorm Interactive;Action, General;No Online Multiplayer;E;;;;50-;0;1
911 Operator;Switch;SONKA;2018-10-26;71.0;4;2;2;0;0.0;0;0;0;0;Jutsu Games;Career, Simulation, Virtual;No Online Multiplayer;T;;;;50-74;0;0
911 Operator;PC;PlayWay;2017-02-24;68.0;7;1;6;0;76.99;5;3;1;1;Jutsu Games;;No Online Multiplayer;;;;;50-74;0;0
99 Levels To Hell;PC;Zaxis Games;2014-02-19;66.0;5;2;3;0;71.02;2;2;0;0;bom667;;;;;;;50-74;0;1
99Bullets;DS;EnjoyUp Games;2011-05-23;74.0;8;5;3;0;0.0;0;0;0;0;Arc System Works;Shooter, Action, Vertical, Shoot-'Em-Up, Scrolling;No Online Multiplayer;E;;;;50-74;1;1
99Seconds;DS;EnjoyUp Games;2012-05-31;64.0;4;1;3;0;0.0;0;0;0;0;EnjoyUp Games;Action, General, Miscellaneous;No Online Multiplayer;E;;;;50-74;1;0
99Seconds;Wii U;EnjoyUp Games;2014-10-02;65.0;4;1;3;0;0.0;0;0;0;0;EnjoyUp Games;;;;;;;50-74;0;0
99Vidas;PC;QUByte Interactive;2016-12-22;69.0;6;3;2;1;82.03;13;12;0;1;QUByte Interactive;;Online Multiplayer;;;;;50-74;0;0
99Vidas;PlayStation 4;QUByte Interactive;2017-07-18;61.0;11;1;9;1;65.0;4;1;3;0;QUByte Interactive;Beat-'Em-Up, Action, 2D;1-4;T;;;;50-74;0;0
A Bastard's Tale;PlayStation 4;No Pest Productions;2016-10-04;48.0;7;0;5;2;58.01;3;1;1;1;No Pest Productions;;;;;;;50-;0;0
A Bird Story;PC;Freebird Games;2014-11-07;66.0;18;9;7;2;70.0;21;11;6;4;Freebird Games;;;;;;;50-74;0;1
A Boy and His Blob;PlayStation 4;Majesco Games;2016-01-19;66.0;4;2;2;0;63.01;2;1;1;0;Abstraction Games;;;;;;;50-74;0;0
A Boy and His Blob;Xbox One;Majesco Games;2016-01-20;66.0;4;2;1;1;0.0;0;0;0;0;Abstraction Games;;;;;;;50-74;0;0
A Boy and His Blob;Wii;Majesco Games;2009-10-13;80.0;43;34;9;0;86.02;10;9;1;0;WayForward;Action, Platformer, 2D, Puzzle, Miscellaneous, General;No Online Multiplayer;E;;;Daniel Sadowski;75-89;0;0
A Case of Distrust;PC;Serenity Forge;2018-02-08;77.0;11;6;5;0;50.0;0;0;0;0;The Wandering Ben;;No Online Multiplayer;;;;;75-89;0;0
A City Sleeps;PC;Harmonix Music Systems;2014-10-16;61.0;11;1;9;1;61.99;0;0;0;0;Harmonix Music Systems;;No Online Multiplayer;;;;;50-74;0;1
A Druid's Duel;PC;Surprise Attack;2015-02-25;70.0;4;1;3;0;68.01;0;0;0;0;Thoughtshelter Games;;;;;;;50-74;0;1
A Fistful of Gun;PC;Devolver Digital;2015-09-23;60.0;10;1;7;2;76.02;7;7;0;0;FarmerGnome;;;;;;;50-74;0;1
A Game of Dwarves;PC;Paradox Interactive;2012-10-23;60.0;11;0;10;1;66.02;19;6;8;5;Zeal Game Studios;;No Online Multiplayer;;;;;50-74;0;1
A Game of Thrones: Genesis;PC;Focus Home Interactive;2011-09-28;53.0;40;1;27;12;41.02;47;12;5;30;Cyanide;;;;;;;50-74;0;1
A Golden Wake;PC;Wadjet Eye Games;2014-10-09;68.0;17;6;9;2;60.0;4;3;1;0;Grundislav Games;;;;;;;50-74;0;1
A Gummy's Life;Switch;EP Games;2018-09-25;68.0;4;1;3;0;0.0;0;0;0;0;EP Games;Miscellaneous, Party / Minigame;1-8;T;;;;50-74;0;1
A Hat in Time;PlayStation 4;Gears for Breakfast;2017-12-05;79.0;17;14;3;0;76.02;12;8;3;1;Gears for Breakfast;Action, Platformer, 3D;No Online Multiplayer;E10+;;Aaron Lomas;Pascal Michael Stiefel;75-89;0;0
A Hat in Time;Xbox One;Gears for Breakfast;2017-12-06;74.0;17;8;9;0;76.02;8;6;2;0;Gears for Breakfast;Action, Platformer, 3D;No Online Multiplayer;E10+;;Aaron Lomas;Pascal Michael Stiefel;50-74;0;0
A Hat in Time;PC;Gears for Breakfast;2017-10-05;79.0;39;33;5;1;85.0;78;64;9;5;Gears for Breakfast;Action, Platformer, 3D;No Online Multiplayer;E10+;;Aaron Lomas;Pascal Michael Stiefel;75-89;0;0
A King's Tale: Final Fantasy XV;PlayStation 4;Square Enix;2016-11-29;65.0;5;0;4;1;88.98;8;5;3;0;Square Enix;;;;;;;50-74;0;0
A Kingdom for Keflings;Xbox 360;NinjaBee;2008-11-19;78.0;26;19;7;0;68.98;10;8;1;1;NinjaBee;Breeding / Constructing, Strategy, General;1-4;E;;;;75-89;0;0
A Monsteca Corral: Monsters vs. Robots;Wii;Onteca;2010-08-16;64.0;5;0;5;0;0.0;0;0;0;0;Onteca;Action, Platformer, 3D;1-4;E;;;;50-74;0;1
A New Beginning: Final Cut;PC;Lace Mamba Global;2012-12-11;72.0;20;12;6;2;68.01;16;8;2;6;Daedalic Entertainment;;;;;;Dominik Morgenroth;50-74;0;1
A Normal Lost Phone;PC;Plug In Digital;2017-01-26;71.0;8;4;4;0;71.02;2;1;1;0;Accidental Queens;;No Online Multiplayer;;;;;50-74;0;0
A Normal Lost Phone;Switch;Plug In Digital;2018-03-01;73.0;10;5;4;1;70.0;2;2;0;0;Plug In Digital;Simulation, General;No Online Multiplayer;M;;;;50-74;0;0
A Pixel Story;PlayStation 4;Rising Star Games;2017-02-24;67.0;4;0;4;0;0.0;0;0;0;0;Lamplight Studios;Action, Platformer, 2D;No Online Multiplayer;E10+;;;;50-74;0;0
A Pixel Story;Xbox One;Rising Star Games;2017-02-24;74.0;7;4;3;0;0.0;0;0;0;0;Lamplight Studios;Action, Platformer, 2D;No Online Multiplayer;E10+;;;;50-74;0;0
A Pixel Story;PC;Channel 4;2015-03-30;74.0;14;6;8;0;58.01;0;0;0;0;Lamplight Studios;;No Online Multiplayer;;;;;50-74;0;0
A Quiet Weekend in Capri;PC;Got Game Entertainment;2004-03-17;63.0;11;4;6;1;75.0;2;1;1;0;Silvio & Gey Savarese;Adventure, Modern, 3D, Third-Person;No Online Multiplayer;E;;;;50-74;0;1
A Robot Named Fight!;Switch;Hitcents;2018-04-26;71.0;9;2;7;0;71.99;3;3;0;0;Matt Bitner;Action, Platformer, 2D;No Online Multiplayer;T;;;;50-74;0;0
A Rose in the Twilight;PlayStation Vita;Nippon Ichi Software;2017-04-11;75.0;18;12;6;0;78.98;1;1;0;0;Nippon Ichi Software;;;;;;;75-89;1;0
A Sound of Thunder;GBA;Bam Entertainment;2005-02-01;65.0;5;2;2;1;0.0;1;1;0;0;Rockstar Leeds;Action Adventure, Sci-Fi;1-4;T;;;;50-74;1;1
A Space Shooter for 2 Bucks!;Playstation Portable;Frima Studio;2010-12-21;81.0;15;13;2;0;63.01;0;0;0;0;Frima Studio;;;;;;;75-89;1;1
A Story About My Uncle;PC;Gone North Games;2014-05-28;73.0;24;14;10;0;71.02;29;15;12;2;Gone North Games;;;;;;;50-74;0;1
A Stroke of Fate: Operation Valkyrie;PC;Akella;2011-10-28;58.0;4;1;2;1;51.99;3;0;1;2;Spline;;No Online Multiplayer;;;;;50-74;0;1
A Tale in the Desert;PC;eGenesis;2003-02-15;79.0;6;4;2;0;82.97;5;3;1;1;eGenesis;;Massively Multiplayer;;;;;75-89;0;1
A Total War Saga: Thrones of Britannia;PC;Sega;2018-05-02;75.0;51;29;22;0;53.01;32;11;7;14;Creative Assembly;;Online Multiplayer;;;;;75-89;0;1
A Valley Without Wind;PC;Arcen Games LLC;2012-04-24;54.0;12;0;10;2;68.01;22;11;3;8;Arcen Games LLC;;;;;;;50-74;0;1
A Valley Without Wind 2;PC;Arcen Games LLC;2013-02-18;68.0;6;3;2;1;71.99;6;3;2;1;Arcen Games LLC;;;;;;;50-74;0;1
A Virus Named TOM;PC;Misfits Attic;2012-08-01;65.0;9;0;9;0;63.01;23;12;4;7;Misfits Attic;;No Online Multiplayer;;;;;50-74;0;1
A Walk in the Dark;PC;Flying Turtle Software;2012-12-12;67.0;4;2;1;1;56.02;5;2;1;2;Flying Turtle Software;;No Online Multiplayer;;;;;50-74;0;0
A Way Out;PC;Electronic Arts;2018-03-23;78.0;16;11;5;0;73.98;61;32;7;22;Hazelight;Action Adventure, Action, General;1-4;M;;;;75-89;0;0
A Way Out;Xbox One;Electronic Arts;2018-03-23;79.0;26;18;8;0;76.02;26;17;6;3;Hazelight;Action Adventure, General;1-4;M;;;;75-89;0;0
A Way Out;PlayStation 4;Electronic Arts;2018-03-23;78.0;62;47;14;1;80.0;92;68;13;11;Hazelight;Action Adventure, General;1-4;M;;;;75-89;0;0
A Witch's Tale;DS;Nippon Ichi Software;2009-10-13;50.0;17;0;12;5;61.99;3;2;1;0;Nippon Ichi Software, Hit Maker;General, Role-Playing;No Online Multiplayer;E10+;;;;50-;1;1
A World of Keflings;Wii U;NinjaBee;2014-11-13;70.0;5;3;1;1;76.02;0;0;0;0;NinjaBee;;;;;;;50-74;0;0
A World of Keflings;Xbox 360;NinjaBee;2010-12-22;77.0;23;17;6;0;66.02;11;6;3;2;NinjaBee;;;;;;;75-89;0;0
A-Men;PlayStation 3;Bandai Namco Games;2013-03-26;67.0;6;1;5;0;75.0;1;1;0;0;Bloober Team;;;;;;;50-74;0;0
A-Men 2;PlayStation 3;Bloober Team;2013-11-06;34.0;4;0;1;3;0.0;0;0;0;0;Bloober Team;;;;;;;50-;0;0
A-Train 3D: City Simulator;3DS;Natsume;2015-04-14;65.0;4;1;3;0;0.0;0;0;0;0;Artdink;;;;;;;50-74;1;1
A.R.E.S. Extinction Agenda;PC;Extend Interactive;2010-12-14;68.0;6;3;3;0;61.99;13;2;7;4;Extend Interactive;;;;;;;50-74;0;1
A.R.E.S. Extinction Agenda EX;Xbox 360;Aksys Games;2013-10-02;66.0;7;4;2;1;71.99;5;4;1;0;ORiGO GAMES;;;;;;;50-74;0;0
A.W.: Phoenix Festa;PlayStation Vita;Bandai Namco Games;2016-07-26;55.0;17;1;10;6;45.0;1;0;0;1;Bandai Namco Games;;;;;;;50-74;1;1
ABBA: You Can Dance;Wii;Ubisoft;2011-11-15;66.0;5;1;4;0;0.0;0;0;0;0;Ubisoft;;;;;;;50-74;0;1
ABZU;Xbox One;505 Games;2016-12-06;83.0;6;5;1;0;66.99;5;3;1;1;Giant Squid;Adventure, 3D, Third-Person;No Online Multiplayer;E;;;;75-89;0;0
ABZU;PC;505 Games;2016-08-02;83.0;19;16;3;0;68.98;43;24;13;6;Giant Squid;3D, Adventure, Action Adventure, General, Third-Person;No Online Multiplayer;E;;;;75-89;0;0
ABZU;Switch;505 Games;2018-11-29;80.0;20;16;4;0;80.0;1;1;0;0;Giant Squid;Adventure, 3D, Third-Person;No Online Multiplayer;E;;;;75-89;0;0
ABZU;PlayStation 4;505 Games;2016-08-02;78.0;72;53;16;3;76.02;61;37;19;5;Giant Squid;3D, Adventure, Action Adventure, Fantasy, General, Third-Person;No Online Multiplayer;E;;;;75-89;0;0
AC/DC Live: Rock Band Track Pack;PlayStation 3;Electronic Arts;2008-11-02;60.0;12;1;9;2;53.01;3;2;1;0;Harmonix Music Systems;;;;;;;50-74;0;0
AC/DC Live: Rock Band Track Pack;Xbox 360;MTV Games;2008-11-02;63.0;16;4;10;2;48.98;0;0;0;0;Harmonix Music Systems;Action, Rhythm, Music, Miscellaneous;1-4;T;;;;50-74;0;0
ACA NeoGeo: Blazing Star;Switch;Hamster;2017-05-02;84.0;4;4;0;0;75.0;2;1;1;0;Yumekobo;Shooter, Horizontal, Action, Shoot-'Em-Up;No Online Multiplayer;E;;;;75-89;0;0
ACA NeoGeo: Metal Slug 3;Switch;Hamster;2017-03-09;76.0;7;5;2;0;76.02;3;1;2;0;SNK Playmore, Hamster;Shooter, Action, Horizontal, Shoot-'Em-Up, Miscellaneous, Compilation;No Online Multiplayer;T;;;;75-89;0;0
ACA NeoGeo: Neo Turf Masters;Switch;Hamster;2017-03-23;74.0;4;2;2;0;71.99;1;0;1;0;Hamster, SNK Corporation;Sim, Sports, Individual, Golf;No Online Multiplayer;E;;;;50-74;0;0
ACA NeoGeo: Shock Troopers;Switch;Hamster;2017-03-09;70.0;7;2;5;0;66.99;1;0;1;0;Saurus;Shooter, Action, Top-Down, Shoot-'Em-Up;No Online Multiplayer;T;;;;50-74;0;0
ACA NeoGeo: The King of Fighters '98;Switch;Hamster;2017-03-09;80.0;4;3;1;0;78.98;3;3;0;0;SNK Playmore;Action, 2D, Fighting;No Online Multiplayer;T;;;;75-89;0;0
ACA NeoGeo: Waku Waku 7;Switch;Hamster;2017-03-09;73.0;6;3;3;0;73.98;0;0;0;0;SunSoft;Action, 2D, Fighting;No Online Multiplayer;E10+;;;;50-74;0;0
ACA NeoGeo: World Heroes Perfect;Switch;Hamster;2017-03-09;58.0;5;0;5;0;61.02;0;0;0;0;ADK;Action, 2D, Fighting;No Online Multiplayer;E10+;;;;50-74;0;1
ACORN Tactics;Switch;TACS Games;2017-12-07;51.0;8;0;6;2;0.0;0;0;0;0;TACS Games;Turn-Based, Strategy, Tactics;No Online Multiplayer;E10+;;;;50-74;0;1
ADIOS Amigos;Xbox One;Cosmic Picnic;2018-09-12;73.0;5;3;2;0;0.0;1;1;0;0;Cosmic Picnic;Action, General;No Online Multiplayer;E;;;;50-74;0;0
ADR1FT;PlayStation 4;505 Games;2016-07-15;56.0;21;0;17;4;51.02;6;0;3;3;Three One Zero;;;;;;;50-74;0;0
ADR1FT;PC;505 Games;2016-03-28;64.0;40;7;32;1;51.02;5;2;1;2;Three One Zero;Action Adventure, Action, General, Survival;No Online Multiplayer;T;;;;50-74;0;0
AER: Memories of Old;Xbox One;Daedalic Entertainment;2017-10-25;71.0;9;4;4;1;68.98;2;0;2;0;Daedalic Entertainment;Action Adventure, General, Open-World;No Online Multiplayer;E10+;;;;50-74;0;0
AER: Memories of Old;PlayStation 4;Daedalic Entertainment;2017-10-25;70.0;10;4;6;0;65.0;5;3;2;0;Daedalic Entertainment;Action Adventure, General, Open-World;No Online Multiplayer;E10+;;;;50-74;0;0
AER: Memories of Old;PC;Daedalic Entertainment;2017-10-25;69.0;18;6;11;1;66.02;5;2;2;1;Daedalic Entertainment, Forgotten Key;;No Online Multiplayer;;;;;50-74;0;0
AGEOD's American Civil War: 1861-1865 - The Blue and the Gray;PC;Take-Two Interactive;2007-06-26;63.0;6;2;3;1;73.01;5;3;1;1;AGEOD;Turn-Based, Strategy, General, Historic;1-4;E;;;;50-74;0;1
AGON: The Mysterious Codex;PC;Take-Two Interactive;2006-03-16;73.0;13;6;7;0;0.0;0;0;0;0;Private Moon Studios;;;;;;;50-74;0;1
AI War: Fleet Command;PC;Arcen Games LLC;2009-05-14;80.0;8;6;2;0;78.98;35;30;2;3;Arcen Games LLC;;;;;;;75-89;0;1
AIPD - Artificial Intelligence Police Department;PlayStation 4;Blazing Badger;2016-01-29;62.0;4;0;4;0;0.0;1;0;1;0;Blazing Badger;;;;;;;50-74;0;0
AIPD - Artificial Intelligence Police Department;Xbox One;Blazing Badger;2016-01-29;70.0;10;3;7;0;0.0;1;0;1;0;Blazing Badger;;;;;;;50-74;0;0
AIRHEART;PC;Blindflug Studios;2018-07-23;62.0;5;0;5;0;0.0;0;0;0;0;Blindflug Studios;;No Online Multiplayer;;;;;50-74;0;1
AMF Bowling 2004;Xbox;Mud Duck Productions;2003-12-01;48.0;6;0;3;3;43.98;7;3;0;4;;;;;;;;50-;0;1
AMF Bowling Pinbusters!;DS;Vir2L Studios;2008-07-07;51.0;5;0;2;3;0.0;0;0;0;0;4J Studios;;;;;;;50-74;1;0
AMF Bowling Pinbusters!;Wii;Mud Duck Productions;2007-11-20;33.0;5;0;1;4;0.0;2;0;0;2;Atomic Planet Entertainment;Individual, Sports, Alternative, Bowling;1-4;E;;;;50-;0;0
AMF Xtreme Bowling;PlayStation 2;Mud Duck Productions;2006-06-13;30.0;4;0;0;4;41.99;3;0;0;3;Atomic Planet Entertainment, Mud Duck Productions;Sports, Alternative, Bowling;1-8;E;Darren Falcus;;;50-;0;0
AMF Xtreme Bowling;Xbox;Bethesda Softworks;2006-06-28;34.0;5;0;1;4;68.01;1;1;0;0;Mud Duck Productions;Sports, Alternative, Bowling;1-8;E;;;;50-;0;0
AMY;PlayStation 3;Lexis Numerique;2012-01-17;33.0;29;1;3;25;29.0;23;5;3;15;Lexis Numerique;;;;;;;50-;0;0
AMY;Xbox 360;Lexis Numerique;2012-01-11;25.0;35;0;2;33;39.0;36;9;5;22;VectorCell;;;;;;;50-;0;0
AO International Tennis;Xbox One;Big Ant Studios;2018-05-09;66.0;8;1;6;1;80.0;3;2;1;0;Big Ant Studios;Tennis, Sports, Individual;1-4;E;;;;50-74;0;0
AO International Tennis;PlayStation 4;Big Ant Studios;2018-05-08;50.0;16;0;10;6;61.02;13;4;3;6;Big Ant Studios;Tennis, Sports, Individual;1-4;E;;;;50-;0;0
AO Tennis;PlayStation 4;Five Star Games;2018-01-16;44.0;4;0;2;2;71.99;2;1;0;1;Big Ant Studios;;;;;;;50-;0;0
AO Tennis;Xbox One;Big Ant Studios;2018-01-15;55.0;4;0;2;2;88.98;0;0;0;0;Big Ant Studios;;;;;;;50-74;0;0
APB (All Points Bulletin);PC;Electronic Arts;2010-06-29;58.0;42;3;30;9;56.02;48;21;1;26;Realtime Worlds;Massively Multiplayer Online, Massively Multiplayer Online Online, Modern, Role-Playing;Massively Multiplayer;M;;;;50-74;0;1
APB: Reloaded;PC;GamersFirst;2011-12-01;56.0;12;1;9;2;56.99;134;47;23;64;Reloaded Productions, Reloaded Games;;;;;;;50-74;0;0
APOX;PC;BlueGiant Interactive;2011-01-20;48.0;6;0;2;4;41.99;3;0;0;3;BlueGiant Interactive;;;;;;;50-;0;1
AR-K Episode 3: The Great Escape;PC;Gato Salvaje Studio;2015-07-14;78.0;9;8;1;0;78.01;6;4;2;0;Gato Salvaje Studio;;No Online Multiplayer;;;;;75-89;0;1
ARK Park;PlayStation 4;Studio Wildcard;2018-03-22;46.0;11;1;6;4;46.99;9;6;0;3;Snail Games;Adventure, First-Person, 3D;1-4;T;;;;50-;0;0
ARK: Survival Evolved;Xbox One;Studio Wildcard;2017-08-29;69.0;6;1;5;0;48.01;14;4;4;6;Studio Wildcard;Action Adventure, Sandbox, Survival;1-64;T;;;;50-74;0;0
ARK: Survival Evolved;Switch;Studio Wildcard;2018-11-30;33.0;10;0;1;9;36.99;6;3;0;3;Studio Wildcard;Action Adventure, Sandbox, Survival;Online Multiplayer;T;;;;50-;0;0
ARK: Survival Evolved;PlayStation 4;Studio Wildcard;2017-08-29;69.0;15;4;11;0;43.98;52;18;8;26;Studio Wildcard;Action Adventure, Sandbox, Survival;1-64;T;;;;50-74;0;0
ARK: Survival Evolved;PC;Studio Wildcard;2017-08-29;70.0;18;7;11;0;51.02;44;16;7;21;Studio Wildcard;;;;;;;50-74;0;0
ARKANOID Live!;Xbox 360;Taito Corporation;2009-05-06;58.0;9;0;8;1;36.0;1;0;1;0;Taito Corporation;Arcade, Action, General;1-4;E;;;;50-74;0;1
ARMED SEVEN;PC;Nyu Media;2013-10-14;67.0;5;1;4;0;0.0;0;0;0;0;Astro Port;;;;;;;50-74;0;1
ARMS;Switch;Nintendo;2017-06-16;77.0;97;71;26;0;71.02;128;88;27;13;Nintendo;Action, Fighting, Boxing / Martial Arts, Combat, 3D, Individual, Sports;1-4;E10+;Shintaro Jikumaru, Masaaki Ishikawa;;Atsuko Asahi, Yasuaki Iwata;75-89;0;1
ATOMIK: RunGunJumpGun;Switch;Gambitious;2018-02-08;78.0;8;6;2;0;80.0;0;0;0;0;Gambitious;Shooter, Action, Platformer, 2D, Horizontal, Shoot-'Em-Up;No Online Multiplayer;E;;;;75-89;0;1
ATOMINE;Switch;MixedBag Srl;2018-05-25;58.0;6;0;6;0;0.0;1;0;1;0;MixedBag Srl;Shooter, Action, Top-Down, Shoot-'Em-Up;No Online Multiplayer;E;;;;50-74;0;0
ATV Offroad Fury;PlayStation 2;Sony Interactive Entertainment;2001-02-05;82.0;16;12;4;0;82.97;26;22;2;2;Rainbow Studios;Driving, Rally / Offroad, Racing;1-4;E;;;;75-89;0;1
ATV Offroad Fury 2;PlayStation 2;Sony Interactive Entertainment;2002-11-09;82.0;26;21;5;0;87.03;11;10;0;1;Rainbow Studios;Driving, Rally / Offroad, Racing;1-4;E;;;;75-89;0;1
ATV Offroad Fury 3;PlayStation 2;Sony Interactive Entertainment;2004-11-02;78.0;37;25;12;0;82.97;4;3;1;0;Climax Group;Driving, Rally / Offroad, Racing;1-8;E;Greg Michael, Nick Baynes, Craig Gabell, Tony Beckwith;;;75-89;0;1
ATV Offroad Fury 4;PlayStation 2;Sony Interactive Entertainment;2006-10-31;77.0;36;26;10;0;83.98;2;2;0;0;Climax Group;Driving, Rally / Offroad, Racing;1-4;E;;;;75-89;0;1
ATV Offroad Fury Pro;Playstation Portable;Sony Interactive Entertainment;2006-10-26;76.0;32;23;9;0;71.99;0;0;0;0;Climax Group, Climax Studios;Driving, Automobile, Simulation, Racing, Rally / Offroad;1-4;E;;;;75-89;1;1
ATV Offroad Fury: Blazin' Trails;Playstation Portable;Sony Interactive Entertainment;2005-04-19;63.0;32;7;22;3;78.01;9;7;1;1;Climax Group, Climax Studios;Driving, Automobile, Simulation, Racing, Rally / Offroad;1-4;E;Greg Michael, Nick Baynes, Craig Gabell, Tony Beckwith;;;50-74;1;1
ATV Quad Frenzy;DS;Majesco Games;2005-11-14;35.0;5;0;0;5;0.0;1;0;1;0;Skyworks Technologies;Driving, Automobile, Simulation, Racing, Rally / Offroad;1-4;E;;;;50-;1;1
ATV Quad Kings;DS;Storm City Games;2010-03-02;47.0;4;0;2;2;0.0;0;0;0;0;Beyond Reality;;;;;;;50-;1;0
ATV Quad Kings;Wii;Zoo Games;2009-08-11;33.0;4;0;2;2;0.0;0;0;0;0;Beyond Reality;;;;;;;50-;0;0
ATV Quad Power Racing 2;Xbox;Acclaim;2003-01-27;68.0;17;5;12;0;0.0;1;1;0;0;Climax Group;Driving, Rally / Offroad, Racing;1-4;E;;;;50-74;0;0
ATV Quad Power Racing 2;Gamecube;Acclaim;2003-01-22;70.0;18;6;12;0;83.98;1;1;0;0;Climax Group;Driving, Rally / Offroad, Racing;1-4;E;;;;50-74;0;0
ATV Quad Power Racing 2;PlayStation 2;Acclaim;2003-01-13;68.0;19;5;13;1;75.0;1;0;1;0;Acclaim;Driving, Rally / Offroad, Racing;1-4;E;;;;50-74;0;0
ATV Wild Ride 3D;3DS;Renegade Kid;2013-03-07;66.0;5;2;3;0;0.0;0;0;0;0;Renegade Kid;Arcade, Driving, Racing;1-4;E;;;;50-74;1;1
ATV: Quad Power Racing;GBA;Acclaim;2002-08-20;49.0;7;0;4;3;0.0;1;0;0;1;Tantalus;Driving, Rally / Offroad, Racing;No Online Multiplayer;E;;;;50-;1;0
ATV: Quad Power Racing;Playstation;Acclaim;2000-08-23;42.0;9;0;3;6;0.0;1;0;0;1;Climax Group;Driving, Rally / Offroad, Racing;1-4;E;;;;50-;0;0
AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity;PC;Dejobaan Games;2009-09-03;81.0;15;13;2;0;71.99;31;17;4;10;Dejobaan Games;;;;;;;75-89;0;1
Aaero;PlayStation 4;Mad Fellows Ltd;2017-04-11;77.0;8;5;3;0;51.02;2;1;1;0;Mad Fellows Ltd;Shooter, Rail, Action;No Online Multiplayer;E10+;;;;75-89;0;0
Aaero;Xbox One;Mad Fellows Ltd;2017-04-11;80.0;13;9;4;0;65.0;3;2;1;0;Mad Fellows Ltd;Shooter, Rail, Action;No Online Multiplayer;E10+;;;;75-89;0;0
Aaero: Complete Edition;Switch;Mad Fellows Ltd;2018-12-24;80.0;7;5;2;0;80.0;0;0;0;0;Mad Fellows Ltd;;;;;;;75-89;0;1
Aarklash: Legacy;PC;Cyanide;2013-09-12;72.0;13;7;6;0;76.99;25;19;4;2;Cyanide, Cyanide Studios;;No Online Multiplayer;;;;;50-74;0;1
Aaru's Awakening;PlayStation 4;Lumenox ehf;2015-04-07;59.0;6;0;5;1;19.0;22;4;3;15;Lumenox ehf;;;;;;;50-74;0;0
Aaru's Awakening;PC;Lumenox ehf;2015-02-23;59.0;18;3;9;6;28.01;13;4;1;8;Lumenox ehf;Action, Platformer, 2D;No Online Multiplayer;E;;;;50-74;0;0
Absolute Drift;PC;Funselektor Labs Inc.;2015-07-29;66.0;6;1;5;0;68.01;3;0;2;1;Funselektor Labs Inc.;;No Online Multiplayer;;;;;50-74;0;1
Absolute Drift: Zen Edition;PlayStation 4;Flippfly;2016-08-23;78.0;4;3;1;0;73.01;2;1;1;0;Flippfly;;;;;;;75-89;0;0
Absolver;PlayStation 4;Devolver Digital;2017-08-29;69.0;25;7;17;1;58.01;15;7;4;4;Sloclap;Action RPG, Role-Playing;1-8;T;;;;50-74;0;0
Absolver;PC;Devolver Digital;2017-08-29;75.0;41;23;18;0;60.0;18;8;4;6;Sloclap;;Online Multiplayer;;;;;75-89;0;0
Abyss;DS;EnjoyUp Games;2012-08-23;62.0;4;0;4;0;0.0;1;0;1;0;EnjoyUp Games;;;;;;;50-74;1;0
Abyss;Wii U;EnjoyUp Games;2014-05-01;59.0;7;0;6;1;53.01;3;0;3;0;EnjoyUp Games;;;;;;;50-74;0;0
